#{"t_start": 1751064068.588806, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
460.0,4297,136289.144176
1370.0,6795,136312.527441
570.0,3853,136325.728773
495.0,3137,136337.643983
820.0,5757,136359.024531
525.0,2621,136368.141545
575.0,3951,136382.369092
1575.0,6766,136415.225191
600.0,4079,136426.813865
1550.0,7080,136447.380901
455.0,3041,136456.097099
570.0,3081,136465.064419
570.0,3261,136474.36206
710.0,3937,136485.490136
515.0,3349,136495.124974
745.0,3052,136503.858287
600.0,4125,136515.583342
1410.0,6561,136534.356439
545.0,3806,136545.122327
1405.0,7202,136568.15284
1365.0,8969,136597.651817
575.0,3875,136608.506374
770.0,3339,136617.979322
540.0,3159,136627.017711
1345.0,7176,136647.749504
545.0,2618,136655.124672
800.0,3723,136665.74778
540.0,2821,136673.740315
600.0,2897,136681.970809
755.0,3052,136690.432151
740.0,3945,136701.597302
1175.0,5897,136754.476586
885.0,5437,137059.513733
550.0,3540,137069.765668
1375.0,7127,137090.688663
1600.0,6999,137226.232811
935.0,5390,137241.667787
545.0,2896,137249.865382
515.0,3744,137648.065798
545.0,3600,137663.549834
545.0,2690,137673.331824
1130.0,6259,137695.160888
1140.0,6345,137719.061858
1475.0,7015,137743.49179
605.0,2777,137753.389365
525.0,2795,137762.619776
575.0,3563,137774.299334
545.0,3889,137787.123039
695.0,2993,137797.133285
540.0,3325,137808.040447
600.0,2961,137817.751241
1005.0,6009,137837.449681
1005.0,4591,137852.737389
585.0,3983,137870.900084
550.0,3059,137880.916611
1075.0,6425,137901.996539
550.0,2807,137911.484505
1185.0,6351,137932.638219
1480.0,6871,137955.235041
545.0,4069,137968.508981
1500.0,6985,137991.631176
930.0,5469,138009.690585
900.0,5531,138028.2354
1060.0,6499,138050.147188
1130.0,6319,138070.886288
570.0,3691,138083.074796
750.0,3361,138094.006917
265.0,2083,138100.898142
1185.0,6143,138121.907486
1210.0,7046,138144.828448
540.0,3375,138155.800359
600.0,3241,138166.551233
1145.0,6278,138189.133411
570.0,3099,138207.131075
540.0,3657,138219.244989
1080.0,7081,138242.426872
600.0,2941,138252.002858
1165.0,8032,138278.438112
1175.0,6292,138298.551937
545.0,2551,138306.022826
515.0,2927,138314.530839
600.0,3809,138325.66775
575.0,3052,138334.574647
520.0,4029,138346.345182
545.0,3312,138355.975933
600.0,3947,138367.271322
1085.0,6471,138386.11518
1145.0,5815,138403.128912
540.0,2702,138411.039812
555.0,3399,138420.889129
1100.0,6517,138439.841242
1345.0,6994,138460.233927
955.0,6711,138480.567542
1370.0,6488,138499.374134
515.0,3899,138510.613144
555.0,2860,138526.145731
720.0,3385,138535.902766
1670.0,8430,138560.338298
745.0,3244,138569.671385
1205.0,7087,138590.252334
715.0,3333,138628.530137
600.0,2957,138639.12677
1375.0,7093,138659.273587
1650.0,8279,139655.831956
575.0,3905,139667.038039
2550.0,11661,139700.002264
800.0,4201,139711.841702
200.0,2127,139717.825582
725.0,3565,139727.748134
220.0,2241,139734.121823
1180.0,7291,139754.773902
1555.0,6573,139773.671893
545.0,3308,139782.983253
600.0,3775,139794.295779
1090.0,6841,140721.416761
570.0,3733,140732.697111
955.0,5461,140748.313274
600.0,3083,141675.041248
1100.0,6615,141693.653728
520.0,4027,141705.382873
1155.0,6841,141724.75182
1010.0,6258,141742.444002
515.0,3713,141752.754893
495.0,3229,141761.86594
745.0,3825,141773.609322
1375.0,6693,141792.952669
570.0,2953,141801.255168
1175.0,6756,141820.199791
570.0,3514,141830.812171
350.0,2303,141837.358145
550.0,3009,141845.760951
970.0,5893,141862.390501
500.0,3783,141873.027663
520.0,4021,141884.346019
985.0,5825,141900.739981
540.0,2917,141908.898877
1755.0,8695,141939.324149
1525.0,6839,141958.377863
1200.0,5777,141974.476388
555.0,3975,141985.534714
1585.0,7011,142005.500563
1570.0,7843,142027.469957
1835.0,9557,142054.192358
545.0,3180,142063.085642
1805.0,7783,142084.836818
550.0,3099,142093.434791
570.0,2547,142100.612931
840.0,5377,142115.548281
545.0,2965,142123.800343
880.0,3767,142134.388086
580.0,3365,142143.71617
1430.0,6877,142162.965785
1175.0,7490,142184.139241
1175.0,6851,142203.999059
540.0,2993,142219.507025
1175.0,6943,142238.885201
540.0,3045,142247.450875
580.0,2817,142255.245629
935.0,5796,142271.430223
775.0,4105,142282.789891
515.0,4001,142293.669212
1125.0,7055,142313.297297
1170.0,6254,142330.610084
805.0,4269,142342.747344
1230.0,6239,142363.264399
510.0,3396,142374.58691
600.0,3731,142386.755708
580.0,3688,142398.750994
600.0,3725,142410.453733
1895.0,10649,142443.223873
805.0,3501,142453.539321
1150.0,7786,142476.508833
545.0,4282,142488.772701
1190.0,6003,142505.970741
1200.0,8895,142537.240966
1960.0,10057,142567.240293
700.0,2865,142575.895903
770.0,5043,142590.715611
770.0,3471,142601.058014
1000.0,5512,142617.734158
575.0,3081,142627.108566
325.0,2393,142634.448333
1185.0,6290,142654.285555
540.0,3299,142664.866067
1430.0,7981,142690.573264
525.0,3029,142700.315652
520.0,3371,142711.255295
1200.0,6411,142732.262097
510.0,3135,142742.24918
485.0,2657,142750.665351
465.0,3179,142760.645567
1270.0,7583,142784.755846
1110.0,6689,142805.89365
960.0,4951,142821.914173
1400.0,8296,142855.539196
1215.0,5920,142875.247515
570.0,3519,142887.070073
1230.0,8107,142916.792724
1205.0,7382,142942.570608
1095.0,5799,142962.877083
570.0,3566,142975.655632
605.0,3259,142986.955916
770.0,4582,143002.993183
550.0,3092,143013.982675
540.0,3865,143027.874398
570.0,3129,143039.137511
1430.0,8067,143068.015474
1350.0,6715,143092.399804
1460.0,8837,143124.614379
600.0,3511,143137.309733
550.0,2899,143148.22216
515.0,3441,143161.000959
745.0,3515,143174.735688
1135.0,5671,143196.09958
945.0,3026,143216.238311
980.0,6045,143239.763381
1200.0,5264,143260.073549
1375.0,6929,143292.290087
805.0,4643,143312.534745
1400.0,7301,143346.242702
745.0,3457,143361.42232
570.0,2839,143373.396963
570.0,3261,143387.593735
600.0,3709,143403.955509
430.0,2483,143414.462719
605.0,3639,143429.571917
1200.0,6767,143460.907779
545.0,3047,143473.25598
1405.0,7923,143505.495441
1100.0,6935,143535.181977
860.0,5519,143558.700215
545.0,3088,143571.671368
465.0,3577,143586.28018
1000.0,5937,143611.208442
520.0,4317,143630.914383
775.0,2860,143650.379144
550.0,3122,143664.675101
460.0,2941,143677.723147
550.0,3591,143693.476647
515.0,2965,143706.1768
490.0,3393,143720.493961
515.0,3197,143733.911192
570.0,3372,143748.234578
540.0,3137,143761.518289
735.0,4157,143779.14134
1230.0,6205,143808.848365
1220.0,6091,143837.074296
575.0,3785,143854.78544
580.0,3726,143872.308686
575.0,3130,143887.017385
545.0,2768,143900.195348
475.0,3495,143916.581154
545.0,3164,143931.537872
570.0,3698,143948.694625
545.0,2675,143961.008908
1110.0,7275,143994.993403
1150.0,7229,144028.43323
580.0,4004,144046.945019
1335.0,6479,144076.934973
315.0,2455,144088.284694
1355.0,8044,144133.343323
340.0,2896,144146.562336
600.0,3395,144162.210703
550.0,3123,144179.531004
1025.0,5795,144206.592744
720.0,3779,144224.348827
1430.0,7693,144261.897643
570.0,2505,144273.576321
1205.0,6421,144303.731809
1355.0,6049,144332.215044
575.0,3289,144347.552202
1375.0,7175,144381.194562
1175.0,5807,144407.930806
1440.0,8021,144441.77029
570.0,3344,144455.043428
570.0,3408,144468.52743
745.0,3002,144480.376212
1230.0,6311,144505.822776
600.0,3625,144520.809656
605.0,4061,144540.816744
305.0,2581,144552.01907
1550.0,7332,144591.990147
1315.0,6599,144622.52199
570.0,2881,144635.447295
750.0,2739,144647.863376
1375.0,7931,144683.626254
965.0,5942,144710.983239
800.0,4359,144731.763718
550.0,2881,144745.529567
725.0,3925,144763.687957
1050.0,6162,144789.800659
410.0,2816,144801.401896
1400.0,7209,144830.072381
1460.0,8945,144865.248296
600.0,4129,144881.536089
955.0,5481,144906.738118
1230.0,6589,144935.507807
570.0,2790,144949.534128
485.0,3603,144965.883048
545.0,3823,144982.661357
1025.0,6445,145011.157898
515.0,3438,145033.311109
1175.0,6888,145061.954381
1075.0,6971,145089.192839
600.0,3741,145103.367735
575.0,3351,145115.925989
520.0,3449,145129.058745
545.0,3225,145141.748632
770.0,3422,145155.695962
1205.0,6346,145182.459058
1070.0,5591,145206.990743
515.0,3393,145221.734408
1230.0,6849,145253.490623
600.0,3669,145269.042167
475.0,2525,145279.640158
600.0,3743,146256.002155
1175.0,6980,146276.115809
890.0,5549,147190.529475
530.0,3382,147201.303027
1035.0,6585,147220.142043
570.0,3514,147230.249242
1235.0,7013,147250.078138
525.0,3457,147259.86911
1375.0,7767,148233.8668
1150.0,8203,148257.62397
1175.0,6786,148879.497086
515.0,3009,148888.313469
580.0,2782,148896.085586
520.0,3405,148905.794896
545.0,3299,148915.054653
1230.0,7313,149912.423433
605.0,3713,149923.102391
600.0,3521,149933.120813
600.0,3785,149944.046981
1050.0,7000,150996.967319
515.0,3379,151006.820776
570.0,3621,151017.065522
770.0,4398,151029.984735
600.0,4001,151041.483224
515.0,3295,151050.652378
810.0,3455,151060.26553
1155.0,6597,151828.598046
435.0,2473,151835.552809
1175.0,7645,151857.276502
915.0,5823,152542.921311
750.0,3477,152552.990118
850.0,5629,152569.404501
545.0,3466,152579.617708
600.0,3117,153623.760782
740.0,3628,153634.669254
1170.0,6735,153655.672556
1100.0,6471,154590.153297
1430.0,7039,154610.49417
515.0,2945,154619.019013
470.0,3183,154628.050665
1405.0,8438,155629.299297
1080.0,5437,155644.541129
285.0,2583,155651.694436
520.0,3245,155660.666536
985.0,5623,155676.35335
600.0,3705,155686.736516
540.0,3747,155697.236476
775.0,4157,155708.754026
1175.0,7468,155730.437173
545.0,3538,155740.229749
570.0,3038,155748.825061
580.0,2917,155762.306345
545.0,3505,155772.000661
1015.0,5301,155786.861001
1235.0,7875,155808.94771
1345.0,6055,156212.171225
1200.0,6607,156231.105004
575.0,4216,156243.050724
775.0,3152,157197.89089
545.0,3201,157206.931724
600.0,3065,157215.673248
600.0,3105,157225.694932
1950.0,10981,158247.346354
1230.0,7323,158268.157402
600.0,3533,158278.154732
580.0,2711,158285.827754
800.0,3417,158295.299386
545.0,3555,158305.158855
600.0,4217,158316.862939
555.0,2899,158324.962942
1055.0,6211,158342.286694
515.0,3283,158351.357494
545.0,4042,158362.519786
830.0,6399,158386.479626
570.0,3369,158396.152259
1325.0,8013,158419.606823
800.0,3741,159398.274893
1155.0,7185,159418.83199
600.0,3371,159428.797539
800.0,3697,159439.17619
600.0,3077,159447.868322
600.0,3197,159456.916724
545.0,3372,159466.383046
575.0,3662,159476.755778
470.0,3945,159488.176056
1385.0,7927,159510.737486
545.0,3777,159521.309437
575.0,3784,159532.012921
1200.0,6641,159857.664421
295.0,3211,159867.071206
1000.0,4439,159879.581095
1410.0,7050,159899.804724
600.0,3667,160848.757046
1140.0,5576,160864.918723
520.0,3506,160884.213947
555.0,3571,160894.303003
545.0,3119,160903.020313
670.0,3185,161733.922898
775.0,3529,161750.105418
1075.0,6119,161772.384047
515.0,3457,161785.658426
1140.0,5525,161807.928214
740.0,3203,161821.447602
490.0,3789,161836.210516
1040.0,5152,161856.063873
600.0,3607,161870.348051
1430.0,8771,161905.001579
575.0,3847,161919.08992
600.0,3607,161933.671216
545.0,3137,161945.574754
545.0,3933,161960.265643
520.0,3827,161974.775231
710.0,4243,161991.242532
740.0,3659,162006.467559
800.0,4053,162022.287536
490.0,3549,162035.881188
545.0,3109,162047.198569
465.0,3649,162060.602908
940.0,3765,162075.758298
545.0,2930,162094.053749
1230.0,7319,162122.234783
545.0,3259,162134.180597
1175.0,8055,162166.711818
600.0,3977,162181.963651
1145.0,7423,162211.027178
1175.0,7553,162238.552653
520.0,3327,162251.695976
520.0,3431,162264.48999
600.0,3747,162278.676149
600.0,3817,162293.34958
600.0,3189,162305.518569
995.0,5485,162328.273064
1005.0,3849,162342.202504
