#{"t_start": 1751064068.588806, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
825.0,3607,54420.403062
600.0,4565,54433.284383
1600.0,7765,54455.545818
600.0,4103,54473.439238
755.0,3877,54484.386085
575.0,3406,54494.005562
600.0,5061,54508.344354
570.0,3972,54519.500632
725.0,3797,54530.562884
605.0,3587,54540.720422
730.0,4659,54553.84391
525.0,3682,54564.201273
520.0,3638,54574.506909
515.0,3738,54584.975095
465.0,3713,54595.600744
800.0,3603,54605.831111
475.0,3493,54615.763794
575.0,4702,54629.201043
580.0,3847,54640.118219
1550.0,6579,54659.139867
600.0,3671,54669.694891
545.0,3294,54679.233507
465.0,3277,54688.479624
330.0,2241,54694.882634
600.0,5213,54709.873828
680.0,2769,54717.945092
600.0,3505,54727.93438
1350.0,7393,54749.177512
515.0,3254,54758.470883
570.0,3885,54778.279096
650.0,4610,54791.464788
510.0,4189,54803.393724
470.0,3657,54813.811859
550.0,4290,54826.054993
570.0,4703,54840.362639
540.0,3239,54849.451801
685.0,3365,54859.713549
570.0,3997,54871.60557
425.0,2609,54878.925566
975.0,3507,54888.956466
775.0,3353,54898.50744
575.0,4805,54912.267445
800.0,4259,54924.442325
600.0,3599,54934.753012
520.0,3627,54945.111622
550.0,3405,54954.828844
670.0,4291,54967.170236
600.0,3435,54976.9544
1100.0,6103,54994.512112
600.0,4361,55007.083509
545.0,3767,55017.903029
575.0,3156,55026.934381
870.0,5777,55043.48539
800.0,4181,55055.485091
600.0,4497,55073.800804
555.0,4397,55086.576628
1400.0,7704,55108.675499
1100.0,6353,55126.984779
570.0,2986,55135.601576
525.0,2934,55143.903595
575.0,3613,55154.183272
585.0,3674,55164.556838
295.0,3031,55173.200899
600.0,3865,55184.18531
725.0,3341,55194.510828
470.0,3471,55204.470455
605.0,3661,55214.954406
510.0,4327,55227.411001
775.0,3514,55237.550671
1005.0,7351,55258.717251
575.0,3742,55269.458377
515.0,3473,55279.41759
580.0,2405,55286.233808
550.0,3273,55295.696508
690.0,3837,55306.714767
740.0,4109,55318.467549
1075.0,5835,55335.231769
555.0,3436,55345.154314
555.0,3621,55361.923245
605.0,3353,55371.601557
605.0,3237,55380.83999
545.0,3216,55389.895655
1290.0,6791,55409.307834
575.0,3430,55418.916239
600.0,4491,55431.613901
775.0,3315,55441.022581
800.0,3845,55452.026862
725.0,3935,55463.287014
510.0,3317,55472.795687
530.0,3916,55484.062239
575.0,3771,55494.775732
575.0,4725,55508.295811
545.0,4003,55519.67145
550.0,2988,55528.206359
555.0,3531,55538.339319
800.0,3905,55550.226706
575.0,3331,55559.871452
605.0,3517,55569.9145
330.0,2893,55578.303731
740.0,4201,55590.293252
410.0,2869,55598.605239
600.0,4231,55610.634908
880.0,6735,55629.919964
390.0,2927,55638.277408
745.0,3324,55647.831712
715.0,3907,55666.778246
515.0,3307,55676.295999
600.0,3877,55687.261748
800.0,4385,55699.763028
345.0,2651,55707.188411
585.0,3785,55717.96165
110.0,1421,55722.110555
970.0,4535,55735.128474
600.0,3557,55745.304962
800.0,4207,55757.242164
1405.0,8137,55780.372843
515.0,4169,55792.389299
885.0,6547,55810.97364
600.0,3389,55820.697526
610.0,3479,55830.589184
580.0,3655,55840.935412
775.0,3711,55851.618663
1435.0,8753,55876.689666
1380.0,7061,55896.882381
605.0,3475,55906.764708
600.0,2921,55915.845203
755.0,3986,55927.180699
600.0,3733,55937.800163
520.0,3480,55955.416083
600.0,4311,55968.009738
775.0,4423,55980.686522
1245.0,6281,55998.800179
580.0,3123,56007.779113
605.0,3445,56017.669496
935.0,4463,56030.48472
1315.0,8175,56053.918167
600.0,3685,56064.417224
745.0,4271,56076.564779
800.0,3983,56087.980214
720.0,4020,56099.430352
575.0,4173,56111.428171
600.0,4337,56123.826243
1135.0,6440,56142.41232
1555.0,8261,56166.232483
800.0,4217,56178.34652
575.0,3988,56189.765043
570.0,3595,56200.070161
555.0,3783,56210.949781
575.0,3408,56220.778667
350.0,2399,56227.57799
575.0,3415,56237.329921
440.0,2199,56248.816771
515.0,3254,56258.101697
520.0,3599,56268.772466
575.0,4275,56281.562951
1000.0,4553,56294.753952
630.0,3613,56304.995621
575.0,4366,56317.440979
545.0,3431,56327.269602
750.0,5409,56342.828829
1545.0,8656,56367.620293
525.0,3584,56377.887944
600.0,3875,56388.96925
515.0,4209,56400.978614
510.0,4454,56413.757233
550.0,3349,56423.335071
460.0,3109,56432.221832
580.0,3943,56443.494272
575.0,3315,56453.083662
545.0,3386,56462.824362
575.0,3849,56473.777275
605.0,3461,56483.87393
745.0,3657,56494.394723
770.0,4139,56506.212794
510.0,3535,56516.291417
605.0,3321,56525.839533
775.0,3989,56537.280413
540.0,3284,56553.498634
530.0,4011,56564.939725
475.0,2689,56572.663991
875.0,4745,56586.155403
770.0,4165,56598.01825
600.0,4523,56610.944152
1630.0,8807,56637.735381
600.0,3859,56648.775687
745.0,4173,56660.777904
710.0,3793,56671.673886
600.0,3855,56682.67363
605.0,3189,56691.854429
600.0,4213,56703.987146
515.0,3047,56712.59842
1040.0,7017,56732.59017
435.0,4231,56744.555628
600.0,3485,56754.444822
600.0,4085,56765.939395
570.0,3265,56775.500717
1290.0,7517,56797.089548
580.0,3510,56807.111129
1435.0,6783,56826.357764
575.0,3991,56844.647947
545.0,4247,56856.824044
300.0,2263,56863.309328
755.0,4422,56875.925359
485.0,3229,56885.099052
550.0,3085,56893.978785
640.0,4247,56906.247411
570.0,2981,56914.75909
600.0,3869,56925.847548
495.0,3569,56936.021627
800.0,4021,56947.492071
600.0,4067,56959.083692
600.0,3985,56970.514413
805.0,4295,56982.700196
445.0,3895,56994.609054
545.0,3746,57005.323993
775.0,3543,57015.36156
570.0,5067,57029.807341
600.0,4699,57043.217443
545.0,3655,57053.760425
600.0,3645,57064.063493
800.0,4365,57076.420056
520.0,4537,57089.519224
800.0,3689,57100.031094
600.0,3881,57111.202842
600.0,4565,57124.167457
555.0,4043,57144.180422
545.0,3287,57153.660668
570.0,3116,57162.574782
605.0,3493,57172.762336
590.0,3563,57189.311143
780.0,5097,57208.117333
1535.0,7329,57235.537538
550.0,3261,57248.42505
605.0,3947,57263.284814
600.0,3407,57276.88642
490.0,3241,57289.133492
580.0,3877,57303.051014
1075.0,7105,57329.240916
540.0,3879,57343.212324
575.0,4190,57359.204456
545.0,2896,57369.553844
540.0,3710,57382.789345
665.0,5479,57402.569421
775.0,3966,57416.740447
600.0,4847,57434.116599
570.0,3577,57446.86594
600.0,3653,57459.773459
1230.0,7657,57487.737841
600.0,4453,57513.92778
670.0,4327,57529.677722
630.0,3849,57543.830695
545.0,3299,57555.9618
600.0,3305,57569.453905
600.0,3793,57585.144951
1015.0,6601,57610.02193
545.0,3637,57623.310116
515.0,3501,57635.80496
1165.0,6448,57658.755767
800.0,4581,57674.877394
495.0,4031,57689.424687
600.0,3937,57703.380616
720.0,3883,57718.728349
600.0,3613,57731.277491
635.0,3901,57744.98437
515.0,3574,57757.868941
1030.0,6193,57779.790516
485.0,3783,57792.954782
1595.0,7825,57820.807226
875.0,6132,57842.42229
600.0,4113,57856.894827
600.0,4069,57871.568775
665.0,3491,57890.927209
490.0,3761,57904.472933
545.0,3267,57915.909584
510.0,3767,57929.226935
570.0,3453,57941.91514
720.0,4162,57957.973132
545.0,3655,57971.543502
555.0,2768,57982.094366
305.0,2293,57990.319945
605.0,3295,58002.541954
505.0,3805,58016.535686
560.0,2847,58027.077146
445.0,2857,58037.333615
600.0,3773,58051.816044
1180.0,6739,58079.381423
570.0,3693,58097.218533
1405.0,8210,58134.268297
705.0,4019,58148.797581
545.0,3479,58161.274635
575.0,3841,58175.913027
545.0,3314,58188.944721
555.0,3558,58203.073349
750.0,3501,58215.934834
740.0,3855,58229.950116
520.0,3126,58241.546274
730.0,5073,58261.099299
1020.0,6431,58290.744135
570.0,3617,58304.507979
745.0,4102,58319.194653
1210.0,6467,58341.5974
1500.0,7423,58368.327307
545.0,3052,58378.978423
545.0,4111,58393.171757
575.0,4049,58407.064798
970.0,3372,58419.049996
545.0,3173,58429.999349
725.0,3510,58442.16009
560.0,2375,58450.333236
570.0,4681,58466.288895
650.0,4105,58480.8428
940.0,3789,58493.930609
600.0,3961,58507.685775
570.0,4209,58522.329586
575.0,3471,58534.351736
500.0,3693,58547.348478
535.0,4031,58561.19933
600.0,3695,58574.056434
545.0,3327,58585.498175
780.0,3671,58598.264884
1430.0,8029,58628.310023
995.0,6131,58659.111214
600.0,4041,58673.900462
515.0,3115,58685.585377
485.0,3713,58699.216492
360.0,2343,58707.974098
1115.0,6743,58733.231681
600.0,3837,58747.925963
695.0,3831,58761.705053
600.0,4207,58778.08883
520.0,3342,58790.941226
715.0,3265,58803.007739
545.0,2889,58814.941391
770.0,3386,58827.22173
1205.0,6516,58851.532796
530.0,3325,58863.922595
570.0,4627,58881.855247
525.0,4099,58896.550226
1110.0,7239,58922.749028
955.0,7121,58948.205752
1000.0,7149,58975.852547
605.0,3713,58989.181412
570.0,2889,58999.520444
545.0,3620,59013.037132
690.0,3505,59033.827189
500.0,3345,59046.177681
965.0,5899,59068.697041
745.0,3457,59082.056733
720.0,4225,59097.301415
370.0,2965,59107.882112
770.0,4347,59124.105303
600.0,3841,59138.107985
800.0,3655,59151.342078
600.0,3555,59164.322313
895.0,4473,59181.60244
515.0,3265,59193.566844
575.0,3857,59207.551894
670.0,3481,59219.89741
545.0,4083,59234.495518
575.0,4031,59249.020986
740.0,3459,59261.594423
945.0,3088,59273.169624
605.0,4011,59287.36836
575.0,3885,59302.671413
600.0,3419,59315.177584
600.0,3447,59328.032156
1080.0,7031,59355.383111
805.0,4163,59370.7549
525.0,3115,59382.321069
630.0,4643,59399.948501
470.0,3509,59420.36794
1245.0,7619,59448.183318
1000.0,4285,59464.006966
745.0,3983,59478.150959
720.0,3201,59490.344902
290.0,1837,59497.304863
600.0,4337,59513.967319
520.0,3062,59525.590644
545.0,4055,59540.333233
670.0,3697,59553.706091
415.0,2967,59564.690397
1230.0,8463,59598.173178
570.0,3942,59613.435658
545.0,3187,59624.863343
775.0,3829,59640.649838
920.0,6022,59663.026639
770.0,3803,59677.188693
685.0,3649,59691.657402
360.0,2509,59701.559012
280.0,2483,59710.619885
600.0,3883,59724.392115
800.0,3385,59736.553531
375.0,3197,59748.921178
745.0,4124,59764.470685
490.0,4015,59779.459348
745.0,3543,59801.0483
1115.0,7271,59828.66233
515.0,3830,59842.647204
755.0,4191,59858.263521
1230.0,5891,59880.140627
545.0,3044,59891.536746
520.0,3415,59904.206913
490.0,3201,59915.958677
480.0,3205,59928.059093
545.0,2867,59939.037889
570.0,2796,59949.252783
545.0,3581,59962.318711
545.0,3457,59975.145519
600.0,4159,59991.084534
575.0,4033,60006.291534
570.0,4204,60022.334481
1370.0,8655,60055.245963
470.0,3513,60067.867313
570.0,3408,60080.043772
480.0,3115,60091.092194
405.0,2955,60101.360872
365.0,2717,60110.888179
1080.0,7479,60137.779582
600.0,3913,60151.666385
1430.0,8375,60189.584271
600.0,3497,60201.861313
490.0,3201,60213.311584
285.0,2745,60222.866753
600.0,4243,60238.847961
720.0,3797,60252.357477
570.0,3480,60264.635095
550.0,3465,60276.972094
555.0,3991,60291.041173
365.0,2141,60298.736844
605.0,4177,60313.783082
745.0,3737,60326.883416
600.0,3739,60340.459971
570.0,3744,60354.051305
520.0,3296,60366.741475
475.0,3863,60381.412686
515.0,3325,60393.186489
515.0,3329,60404.872901
600.0,3295,60417.121726
575.0,3457,60429.520166
800.0,4339,60444.836468
410.0,2859,60454.819791
600.0,4117,60469.226528
395.0,2089,60476.468796
520.0,4547,60492.843513
570.0,3381,60504.778068
600.0,4065,60519.252362
585.0,3818,60532.673306
355.0,2407,60550.443171
800.0,3973,60564.928089
1385.0,7833,60593.993354
600.0,3853,60608.628638
550.0,4158,60623.729662
605.0,2777,60634.100334
570.0,3555,60647.670707
170.0,1819,60655.162479
515.0,4225,60671.790922
745.0,4003,60686.22945
800.0,4059,60701.93835
545.0,3901,60716.232289
1195.0,7007,60744.279009
575.0,3834,60759.72901
800.0,4117,60777.827375
600.0,4661,60796.923592
540.0,4109,60811.927093
605.0,3849,60826.364442
600.0,3549,60839.764463
605.0,3635,60853.091499
910.0,5518,60872.920224
580.0,3923,60886.839135
545.0,3230,60898.304037
600.0,3467,60911.047091
535.0,2787,60920.890988
585.0,2895,60942.11091
570.0,3545,60954.694246
1145.0,7107,60980.388823
470.0,3249,60991.76692
800.0,4027,61006.303692
1370.0,7709,61033.993607
1405.0,7167,61059.641992
600.0,3125,61070.591944
525.0,3424,61083.128231
575.0,3625,61095.808379
575.0,3805,61109.435149
545.0,3367,61121.48123
570.0,4567,61138.66121
570.0,3825,61152.381986
550.0,3685,61165.49888
545.0,4177,61180.227497
600.0,4011,61194.48294
970.0,6396,61217.390318
570.0,3482,61229.706451
1145.0,8473,61261.376257
460.0,3257,61273.832394
545.0,4434,61290.095843
575.0,3799,61304.484205
745.0,5217,61331.078618
575.0,3325,61342.913735
545.0,3436,61355.960917
570.0,4105,61372.420783
600.0,3465,61386.667418
585.0,3639,61401.392554
1120.0,7619,61428.857776
545.0,4684,61447.368614
1535.0,7509,61475.799138
600.0,4249,61492.866548
545.0,3398,61505.115778
970.0,4138,61521.079704
600.0,3937,61535.347533
600.0,3691,61549.308464
410.0,3413,61562.298863
800.0,3939,61576.665591
775.0,2960,61588.111848
1070.0,8324,61619.277621
720.0,3360,61631.97959
400.0,3828,61645.837157
420.0,2829,61656.148767
775.0,3063,61667.96583
1000.0,6533,61694.113833
465.0,2725,61709.949704
570.0,3180,61721.322813
1155.0,5720,61741.81399
800.0,3689,61755.067321
800.0,5413,61774.365606
600.0,3655,61786.999644
605.0,3551,61799.578616
675.0,4513,61815.547684
600.0,4001,61829.8968
555.0,3854,61843.620728
600.0,4243,61858.830224
600.0,4145,61873.692466
520.0,4299,61888.979197
550.0,3812,61902.406186
490.0,3525,61914.816608
575.0,3413,61926.971761
545.0,3795,61940.368579
600.0,3489,61952.708546
545.0,3001,61964.071345
545.0,3231,61975.432414
470.0,2935,61985.821605
570.0,3600,61999.268674
575.0,3372,62011.110376
755.0,5291,62030.835053
670.0,2807,62041.019439
750.0,4039,62055.44648
600.0,4459,62083.319982
540.0,3280,62094.95388
600.0,4543,62110.921922
550.0,3597,62123.846637
520.0,3583,62136.516873
600.0,4811,62153.568025
575.0,3711,62166.735176
745.0,4058,62181.247611
690.0,3747,62195.565878
465.0,2573,62204.654329
600.0,4357,62220.273914
575.0,3195,62231.517593
520.0,3760,62245.045456
1165.0,6053,62266.821171
600.0,4177,62281.921276
600.0,3485,62295.43645
910.0,6873,62321.824346
660.0,5379,62341.607816
545.0,2874,62352.029049
605.0,3869,62366.534809
770.0,3829,62380.735733
540.0,3207,62393.306095
415.0,3137,62404.27802
575.0,3273,62415.597002
1205.0,7355,62448.994331
600.0,4995,62466.369877
740.0,3692,62480.010773
460.0,3525,62492.454425
550.0,3614,62505.89525
485.0,3361,62518.243457
495.0,3233,62530.149508
550.0,2661,62539.819557
1000.0,6402,62564.070328
575.0,4011,62578.874347
675.0,3775,62592.672244
345.0,3073,62604.585225
555.0,2921,62615.418214
545.0,3645,62629.064666
600.0,3493,62641.949892
515.0,3398,62654.660375
545.0,3369,62667.095949
800.0,3833,62681.397667
365.0,3247,62693.027026
800.0,3949,62707.683592
770.0,2862,62718.160744
600.0,3817,62732.393212
600.0,3657,62745.785114
600.0,3767,62760.274682
660.0,3543,62773.695472
1145.0,7883,62801.778078
540.0,4137,62817.231527
600.0,4097,62842.508888
410.0,2156,62850.496334
600.0,3709,62864.310653
650.0,4627,62881.001316
545.0,4031,62895.24043
520.0,3371,62907.803036
600.0,4021,62921.89474
715.0,4373,62937.169241
570.0,4112,62951.478689
545.0,2817,62961.265733
570.0,2661,62970.576507
600.0,3787,62984.018857
545.0,3194,62995.206774
600.0,3453,63007.763627
780.0,3224,63019.399638
600.0,3121,63030.443336
525.0,3243,63042.127396
600.0,3033,63053.24261
545.0,3237,63065.081377
495.0,3941,63079.676644
570.0,3610,63093.129864
570.0,2590,63102.215558
600.0,3093,63114.179389
600.0,4803,63131.481996
600.0,3815,63145.203013
570.0,3035,63156.595607
1000.0,6181,63179.048074
1265.0,6485,63210.895394
475.0,3493,63223.673185
630.0,4409,63239.626203
545.0,3836,63253.720448
605.0,3881,63268.563593
575.0,3657,63282.028723
540.0,3283,63293.997206
545.0,3255,63305.76246
545.0,3379,63318.699699
470.0,3409,63331.589943
1245.0,6615,63355.952755
570.0,3251,63368.388758
800.0,3199,63379.916458
605.0,3329,63392.262497
600.0,4449,63409.62505
1320.0,7023,63436.164539
570.0,3929,63451.068784
600.0,3505,63463.349324
575.0,3747,63477.299844
515.0,3413,63489.275377
545.0,4183,63504.949283
800.0,3349,63517.575471
1375.0,7299,63544.260533
750.0,3418,63556.479621
460.0,3781,63570.522229
580.0,3312,63591.738819
525.0,3997,63605.538095
600.0,3817,63618.933242
600.0,3701,63631.51591
525.0,3339,63643.210658
570.0,3895,63657.882896
515.0,3683,63671.878799
575.0,4193,63687.41497
545.0,3884,63702.164802
600.0,3973,63717.389338
370.0,2653,63727.173124
970.0,6096,63749.690441
600.0,3473,63762.404341
715.0,5151,63781.611723
670.0,4387,63797.729777
600.0,3621,63811.226634
600.0,3601,63825.010505
570.0,4211,63841.98838
545.0,3891,63856.237432
520.0,3808,63869.798679
545.0,3216,63881.678572
545.0,3304,63893.364779
800.0,4863,63910.197497
545.0,3009,63920.797417
740.0,3425,63933.822774
745.0,3038,63944.968492
600.0,4237,63968.183117
765.0,6033,63991.207944
600.0,3463,64004.010035
745.0,3379,64016.213009
540.0,4255,64032.492262
600.0,3821,64047.037297
545.0,3175,64059.708577
1405.0,6922,64086.070018
745.0,3379,64098.755666
525.0,3307,64110.112205
550.0,2978,64120.646767
600.0,3327,64132.195933
600.0,3601,64144.495019
520.0,3669,64157.120294
800.0,3051,64168.032808
800.0,3617,64181.416532
745.0,3007,64193.818812
570.0,3665,64207.593134
570.0,4153,64222.576344
350.0,2229,64230.226845
1175.0,6523,64253.088445
570.0,3313,64264.855737
600.0,3809,64278.198903
600.0,3353,64289.897039
800.0,3561,64302.870419
570.0,3563,64315.19483
800.0,3463,64327.429169
575.0,4140,64350.465247
600.0,3725,64363.551715
645.0,3353,64375.227214
600.0,3675,64389.067731
545.0,3308,64400.332692
600.0,3675,64413.016694
1000.0,3575,64425.540656
570.0,2789,64435.29563
545.0,3344,64446.94891
575.0,3295,64458.530057
555.0,3304,64469.943384
495.0,3377,64481.602699
715.0,3417,64493.556354
1120.0,5931,64514.388855
570.0,3587,64527.140913
745.0,4332,64542.634707
545.0,2896,64553.999114
545.0,3802,64567.587374
545.0,3130,64578.682517
545.0,3761,64591.731928
740.0,3849,64605.435849
580.0,3327,64617.12486
600.0,3561,64629.704312
575.0,4172,64644.609765
830.0,3445,64656.652851
545.0,3094,64667.516481
775.0,3770,64681.114733
545.0,3744,64695.757628
1235.0,7561,64730.061277
545.0,3057,64740.818916
600.0,4177,64755.972451
600.0,3197,64767.818732
1285.0,6409,64791.120608
1630.0,7545,64818.729437
750.0,2817,64829.616025
520.0,3649,64842.586799
540.0,3116,64853.802561
545.0,3273,64865.446523
580.0,3272,64877.029821
1015.0,5896,64898.138368
605.0,3859,64912.676847
540.0,3145,64923.952132
435.0,3663,64937.143596
465.0,2567,64946.240348
545.0,3553,64958.820587
515.0,3543,64971.555609
600.0,3077,64982.375908
665.0,4045,64996.700029
740.0,3770,65010.065201
520.0,3317,65021.932246
510.0,4256,65037.737672
575.0,2995,65049.370011
575.0,3779,65063.066974
545.0,3523,65084.110435
755.0,3230,65095.711405
580.0,3088,65107.196498
800.0,3653,65120.767893
775.0,3965,65135.378018
540.0,3271,65146.808709
545.0,3570,65159.649612
575.0,4408,65175.42648
600.0,3935,65190.215188
465.0,3159,65201.231396
380.0,2597,65210.73845
490.0,3113,65222.139344
540.0,3527,65235.54493
770.0,3127,65246.50834
800.0,4149,65261.175507
515.0,3662,65274.784174
600.0,3535,65287.937208
2060.0,11329,65328.955038
545.0,3209,65340.192419
525.0,3708,65353.303653
1100.0,7599,65380.222022
525.0,3137,65391.36557
600.0,3273,65403.055959
600.0,3965,65417.433026
1150.0,7383,65451.571948
575.0,4005,65465.716084
600.0,3701,65479.137118
600.0,4027,65493.388694
545.0,3880,65507.011764
545.0,4022,65521.331503
600.0,3673,65534.585604
1630.0,8223,65565.154751
570.0,4127,65579.841987
1100.0,6469,65603.056072
800.0,4315,65618.590386
1385.0,7043,65643.489679
600.0,3885,65657.627709
600.0,3429,65669.749875
600.0,3817,65682.942759
600.0,4531,65698.966227
660.0,4771,65715.453717
790.0,5115,65733.520305
910.0,3313,65744.951117
685.0,3161,65755.747983
600.0,4681,65772.023425
570.0,3707,65785.183435
600.0,3291,65796.440556
485.0,3831,65818.765115
600.0,3713,65831.573652
775.0,3777,65844.807362
600.0,3599,65857.157041
805.0,3839,65870.393884
600.0,4117,65884.593561
570.0,3102,65895.161739
600.0,3985,65909.320657
305.0,3207,65920.30438
455.0,3145,65931.085228
1325.0,6843,65954.906922
1120.0,7323,65981.308458
800.0,3377,65992.979714
580.0,2845,66003.064265
545.0,4247,66018.058462
600.0,4589,66035.231244
520.0,3149,66046.44744
1290.0,7013,66071.06204
1460.0,6015,66092.202585
1105.0,6261,66114.80288
600.0,3487,66128.191372
600.0,3357,66140.16482
800.0,4035,66156.177575
600.0,3715,66171.614609
525.0,3254,66191.071734
990.0,5364,66211.865594
580.0,3273,66223.950385
800.0,3729,66237.647736
575.0,4212,66253.494747
465.0,3715,66267.432148
575.0,3593,66280.691045
600.0,3967,66295.427352
600.0,4113,66309.965463
485.0,2995,66321.45408
605.0,3073,66333.420202
810.0,3507,66350.179813
540.0,3038,66362.677906
775.0,3130,66374.679305
540.0,3017,66387.511636
1205.0,6425,66411.192357
520.0,3277,66422.864494
750.0,3152,66434.196188
600.0,4085,66448.778731
1200.0,7365,66474.886972
550.0,3031,66485.56368
600.0,3937,66499.7044
600.0,3789,66513.226245
605.0,3521,66525.538092
540.0,2889,66536.527583
600.0,3853,66550.141493
600.0,4319,66572.028463
600.0,3581,66584.422831
775.0,3125,66595.372361
545.0,3137,66606.314508
575.0,4009,66620.370214
685.0,3347,66632.287053
520.0,3659,66645.005431
600.0,3981,66659.011613
600.0,3053,66669.695875
580.0,3742,66683.219964
600.0,3121,66694.485369
1585.0,7852,66721.838412
775.0,3989,66735.819725
605.0,3213,66747.002431
770.0,3962,66760.918836
555.0,3444,66772.814989
575.0,3127,66783.70813
800.0,4001,66797.679166
800.0,3927,66811.526528
600.0,4051,66825.454397
315.0,2713,66835.034972
525.0,3777,66848.001463
1185.0,8807,66879.321494
1380.0,7296,66905.526596
600.0,3875,66918.833953
570.0,2853,66936.814588
550.0,2768,66946.613818
710.0,3721,66959.570696
600.0,2901,66970.196009
1375.0,7629,66996.850429
605.0,3229,67008.101205
1090.0,6931,67032.482718
600.0,3089,67043.197541
550.0,3370,67055.016068
750.0,5195,67073.640531
630.0,4321,67088.593075
1300.0,6893,67112.703113
515.0,3607,67125.168412
600.0,3569,67138.027607
600.0,3587,67150.28649
645.0,4031,67164.406121
550.0,2974,67174.58596
1405.0,6930,67194.969686
1000.0,3791,67205.991565
570.0,3893,67217.236277
570.0,4307,67229.506934
515.0,3511,67239.642317
575.0,3850,67250.786561
600.0,3751,67262.246542
545.0,3674,67277.48912
545.0,3958,67288.819527
975.0,3827,67299.713382
555.0,2995,67308.236509
575.0,3672,67318.681715
510.0,4259,67330.700842
270.0,2627,67338.250071
610.0,3905,67349.376905
605.0,3317,67359.091399
675.0,2615,67366.423933
800.0,3889,67377.693646
545.0,2820,67385.702149
600.0,3801,67396.514245
600.0,3505,67406.472894
1545.0,8039,67430.323664
570.0,3529,67440.425438
600.0,3545,67450.542749
540.0,3293,67459.955918
600.0,3621,67470.301176
570.0,3587,67481.050333
675.0,2879,67518.450358
575.0,4371,67534.134126
600.0,3859,67545.047321
885.0,5713,67561.319289
605.0,3231,68020.695579
800.0,3981,68032.254016
895.0,5175,68052.914549
445.0,3539,68072.612233
945.0,4220,68090.811778
600.0,3953,68105.628201
600.0,3539,68117.671105
475.0,2797,68127.448547
1235.0,6211,68151.460595
575.0,2689,68161.543654
540.0,3547,68174.972368
1405.0,6334,68197.978939
570.0,4455,68213.646223
515.0,3532,68225.756289
1150.0,5409,68244.405407
1345.0,7556,68270.923193
600.0,4221,68285.365106
1300.0,7231,68310.925467
645.0,3437,68322.890776
545.0,3133,68333.907869
915.0,5583,68353.214183
490.0,3605,68366.075369
800.0,3743,68379.059482
550.0,2735,68389.094911
1040.0,6921,68416.318827
725.0,3239,68434.855104
600.0,4105,68451.62483
605.0,3349,68465.388124
805.0,3809,68479.028595
805.0,3429,68492.561818
775.0,3049,68503.890271
600.0,3537,68518.010828
755.0,3883,68533.966839
1095.0,7057,68560.821484
600.0,3687,68575.178626
410.0,3219,68587.954053
990.0,6413,68614.109986
575.0,3408,68626.091036
1430.0,7159,68652.285915
545.0,3841,68666.228747
775.0,4385,68681.73969
495.0,3793,68696.408904
850.0,5407,68717.282418
570.0,3259,68729.302012
525.0,4139,68744.372399
610.0,3049,68755.77449
570.0,4030,68770.100587
970.0,5263,68789.258196
680.0,3559,68801.879851
600.0,3213,68825.202308
810.0,3417,68836.813327
510.0,4385,68851.925771
1100.0,7069,68877.402668
495.0,2631,68888.525014
750.0,4963,68906.926981
515.0,3579,68919.43444
575.0,2668,68928.738778
495.0,4331,68944.821542
1250.0,6101,68967.198466
630.0,4019,68981.30352
575.0,2597,68990.73801
630.0,4085,69007.249435
525.0,3190,69018.382698
545.0,3102,69029.638042
510.0,3867,69043.905753
600.0,3689,69057.770872
600.0,3537,69073.345898
530.0,3507,69087.251889
750.0,2932,69099.684749
1240.0,7343,69128.185379
1380.0,6340,69153.327358
600.0,4813,69173.302162
515.0,3105,69185.091039
925.0,5979,69212.326448
745.0,3145,69223.067664
610.0,2999,69233.605745
240.0,1625,69239.409954
745.0,4301,69254.270128
545.0,3419,69266.414192
570.0,2853,69276.516197
1345.0,6737,69299.934201
575.0,3301,69311.362314
605.0,3417,69323.479383
545.0,3159,69335.055043
1190.0,6547,69359.683721
555.0,3110,69371.712867
600.0,3615,69384.761216
575.0,4587,69402.314144
575.0,2737,69412.39298
600.0,3261,69423.885537
555.0,3894,69438.274723
515.0,3341,69451.287455
570.0,4363,69467.855975
600.0,3947,69483.123719
600.0,3253,69495.302603
1430.0,7533,69523.283801
610.0,3705,69537.3354
575.0,3322,69549.199861
1380.0,7000,69574.919663
1025.0,6541,69609.520154
445.0,2942,69620.451536
570.0,2938,69631.396315
600.0,3301,69643.303519
550.0,3934,69657.648456
575.0,3461,69669.93274
635.0,2703,69680.266583
435.0,3599,69693.461875
1500.0,6587,69718.347615
605.0,3191,69729.797917
560.0,3560,69742.434359
545.0,3765,69756.673224
600.0,3269,69769.156648
600.0,3025,69781.147548
725.0,3713,69796.943922
1360.0,8109,69826.84015
515.0,2870,69837.17391
545.0,3159,69848.352666
570.0,3223,69860.192418
600.0,3321,69872.217965
575.0,3273,69884.480202
520.0,3541,69898.396376
420.0,3328,69912.739574
720.0,3318,69927.156517
1035.0,6081,69948.892571
555.0,3269,69960.327772
605.0,3675,69982.08736
575.0,3540,69994.999525
555.0,3447,70006.852985
985.0,3874,70022.695828
965.0,6051,70046.401965
650.0,4263,70062.439138
540.0,3692,70075.604255
515.0,3177,70086.826975
800.0,3617,70101.247782
605.0,2737,70112.576828
1180.0,6930,70139.122869
710.0,4423,70155.301964
515.0,3873,70170.091707
660.0,3121,70181.287779
575.0,3657,70194.511409
515.0,3897,70209.578547
